Gene	Comparison	Domain	GO.ID	Term	Annotated	Significant	Expected	pval	-log10(pvalue)	Fold.Enrichment	log10(FE)
Dhx35	hom_vs_het_wt	CC	GO:0000307	cyclin-dependent protein kinase holoenzy...	28	15	9.73	0.03136	1.5036239459876	1.54162384378212	0.187978418787329
Dhx35	hom_vs_het_wt	CC	GO:0034703	cation channel complex	128	55	44.47	0.03208	1.49376564038787	1.23678884641331	0.0922955600453092
Dhx35	hom_vs_het_wt	CC	GO:0005697	telomerase holoenzyme complex	19	11	6.6	0.03274	1.48492132492408	1.66666666666667	0.221848749616356
Dhx35	hom_vs_het_wt	CC	GO:0034705	potassium channel complex	67	31	23.28	0.03339	1.47638358094563	1.33161512027491	0.124378717856422
Dhx35	hom_vs_het_wt	CC	GO:0008076	voltage-gated potassium channel complex	67	31	23.28	0.03339	1.47638358094563	1.33161512027491	0.124378717856422
Dhx35	hom_vs_het_wt	CC	GO:0000791	euchromatin	33	17	11.46	0.03498	1.45618019485734	1.48342059336824	0.171264303746903
Dhx35	hom_vs_het_wt	CC	GO:1902911	protein kinase complex	85	38	29.53	0.03596	1.44418031693881	1.28682695563833	0.109520149651732
Dhx35	hom_vs_het_wt	CC	GO:0012507	ER to Golgi transport vesicle membrane	17	10	5.91	0.03632	1.43985416015095	1.69204737732657	0.228412519118745
Dhx35	hom_vs_het_wt	CC	GO:0044428	nuclear part	3580	1533	1243.66	0.03848	1.41476493663422	1.23265201099979	0.0908404885720502
Dhx35	hom_vs_het_wt	CC	GO:0032040	small-subunit processome	31	16	10.77	0.03945	1.40395299245456	1.48560817084494	0.171904279357943
Dhx35	hom_vs_het_wt	CC	GO:0030663	COPI-coated vesicle membrane	15	9	5.21	0.04016	1.39620629586304	1.72744721689059	0.2374047861398
Dhx35	hom_vs_het_wt	CC	GO:0005665	DNA-directed RNA polymerase II, core com...	15	9	5.21	0.04016	1.39620629586304	1.72744721689059	0.2374047861398
Dhx35	hom_vs_het_wt	CC	GO:0030673	axolemma	15	9	5.21	0.04016	1.39620629586304	1.72744721689059	0.2374047861398
Dhx35	hom_vs_het_wt	CC	GO:0005741	mitochondrial outer membrane	130	61	45.16	0.04129	1.3841551171253	1.35075287865368	0.130575901757837
Dhx35	hom_vs_het_wt	CC	GO:0044427	chromosomal part	714	321	248.04	0.04149	1.38205656517103	1.29414610546686	0.111983309729959
Dhx35	hom_vs_het_wt	CC	GO:0005783	endoplasmic reticulum	1290	477	448.13	0.04195	1.37726803483528	1.06442327003325	0.0271143603706756
Dhx35	hom_vs_het_wt	CC	GO:0043233	organelle lumen	3556	1522	1235.32	0.04242	1.37242933581946	1.23206942330732	0.0906351796708051
Dhx35	hom_vs_het_wt	CC	GO:0031227	intrinsic component of endoplasmic retic...	112	48	38.91	0.04500	1.34678748622466	1.23361603700848	0.0911800065718447
Dhx35	hom_vs_het_wt	CC	GO:0034399	nuclear periphery	112	48	38.91	0.04500	1.34678748622466	1.23361603700848	0.0911800065718447
Dhx35	hom_vs_het_wt	CC	GO:0014704	intercalated disc	46	22	15.98	0.04560	1.34103515733556	1.37672090112641	0.138845905844234
Dhx35	hom_vs_het_wt	CC	GO:0031970	organelle envelope lumen	80	48	27.79	0.04731	1.32504705195143	1.72724001439367	0.237352690598215
Dhx35	hom_vs_het_wt	CC	GO:0016592	mediator complex	34	17	11.81	0.04783	1.32029961912804	1.43945808636749	0.158199023764759
Dhx35	hom_vs_het_wt	CC	GO:0016363	nuclear matrix	84	37	29.18	0.04799	1.31884925006758	1.26799177518849	0.103116436509562
Dhx35	hom_vs_het_wt	CC	GO:0036038	TCTN-B9D complex	11	7	3.82	0.04813	1.31758413832264	1.83246073298429	0.263034677102548
Dhx35	hom_vs_het_wt	CC	GO:0035102	PRC1 complex	11	7	3.82	0.04813	1.31758413832264	1.83246073298429	0.263034677102548
Dhx35	hom_vs_het_wt	CC	GO:0005736	DNA-directed RNA polymerase I complex	11	7	3.82	0.04813	1.31758413832264	1.83246073298429	0.263034677102548
Dhx35	hom_vs_het_wt	CC	GO:0005641	nuclear envelope lumen	11	7	3.82	0.04813	1.31758413832264	1.83246073298429	0.263034677102548
Edc4	hom_vs_het_wt	CC	GO:0048786	presynaptic active zone	33	3	0.14	0.00033	3.48148606012211	21.4285714285714	1.33099321904142
Edc4	hom_vs_het_wt	CC	GO:0005634	nucleus	5595	32	23.01	0.01237	1.90763030037088	1.39069969578444	0.143233359651263
Edc4	hom_vs_het_wt	CC	GO:0031012	extracellular matrix	408	5	1.68	0.02589	1.58686794956513	2.97619047619048	0.473660722610156
Edc4	hom_vs_het_wt	CC	GO:0005667	transcription factor complex	292	4	1.2	0.03191	1.49607319580649	3.33333333333333	0.522878745280338
Edc4	hom_vs_het_wt	CC	GO:0005829	cytosol	2922	18	12.02	0.04248	1.37181549192659	1.49750415973378	0.175368037436585
Ehmt1	hom_vs_het_wt	CC	GO:0030018	Z disc	119	25	7.75	1.5e-07	6.82390874094432	3.2258064516129	0.508638306165727
Ehmt1	hom_vs_het_wt	CC	GO:0005865	striated muscle thin filament	21	9	1.37	2.9e-06	5.53760200210104	6.56934306569343	0.817521942282918
Ehmt1	hom_vs_het_wt	CC	GO:0005615	extracellular space	1032	94	67.24	0.00053	3.27572413039921	1.39797739440809	0.145500148832265
Ehmt1	hom_vs_het_wt	CC	GO:0031672	A band	38	9	2.48	0.00060	3.22184874961636	3.62903225806452	0.559790828613108
Ehmt1	hom_vs_het_wt	CC	GO:0033017	sarcoplasmic reticulum membrane	34	8	2.22	0.00125	2.90308998699194	3.6036036036036	0.556737012541305
Ehmt1	hom_vs_het_wt	CC	GO:0032982	myosin filament	15	5	0.98	0.00201	2.69680394257951	5.10204081632653	0.707743928643524
Ehmt1	hom_vs_het_wt	CC	GO:0030120	vesicle coat	37	8	2.41	0.00224	2.64975198166584	3.3195020746888	0.521072944417075
Ehmt1	hom_vs_het_wt	CC	GO:0005882	intermediate filament	68	11	4.43	0.00425	2.37161106994969	2.48306997742664	0.394988958935156
Ehmt1	hom_vs_het_wt	CC	GO:0030867	rough endoplasmic reticulum membrane	19	5	1.24	0.00627	2.20273245916928	4.03225806451613	0.605548319173784
Ehmt1	hom_vs_het_wt	CC	GO:0070062	extracellular vesicular exosome	2373	183	154.61	0.00680	2.16749108729376	1.18362331026454	0.0732135095635979
Ehmt1	hom_vs_het_wt	CC	GO:0016324	apical plasma membrane	251	27	16.35	0.00715	2.14569395819892	1.65137614678899	0.217846007162682
Ehmt1	hom_vs_het_wt	CC	GO:0015629	actin cytoskeleton	408	54	26.58	0.00761	2.11861534322943	2.03160270880361	0.307838783216255
Ehmt1	hom_vs_het_wt	CC	GO:0008328	ionotropic glutamate receptor complex	45	8	2.93	0.00789	2.10292299679058	2.73037542662116	0.436222366637834
Ehmt1	hom_vs_het_wt	CC	GO:0019028	viral capsid	20	5	1.3	0.00792	2.10127481841051	3.84615384615385	0.585026652029182
Ehmt1	hom_vs_het_wt	CC	GO:0032590	dendrite membrane	13	4	0.85	0.00797	2.09854167860389	4.70588235294118	0.67264106561367
Ehmt1	hom_vs_het_wt	CC	GO:0001533	cornified envelope	13	4	0.85	0.00797	2.09854167860389	4.70588235294118	0.67264106561367
Ehmt1	hom_vs_het_wt	CC	GO:0005884	actin filament	86	12	5.6	0.00966	2.01502287358451	2.14285714285714	0.330993219041424
Ehmt1	hom_vs_het_wt	CC	GO:0031674	I band	133	29	8.67	0.00999	2.00043451177402	3.34486735870819	0.524378900422746
Ehmt1	hom_vs_het_wt	CC	GO:0016459	myosin complex	64	13	4.17	0.01284	1.89143497626717	3.11750599520384	0.493807297333079
Ehmt1	hom_vs_het_wt	CC	GO:0071782	endoplasmic reticulum tubular network	15	4	0.98	0.01370	1.86327943284359	4.08163265306122	0.610833915635468
Ehmt1	hom_vs_het_wt	CC	GO:0044309	neuron spine	123	15	8.01	0.01389	1.85729775426238	1.87265917602996	0.272458742971444
Ehmt1	hom_vs_het_wt	CC	GO:0030017	sarcomere	178	43	11.6	0.01579	1.80161786999171	3.70689655172414	0.569010466352668
Ehmt1	hom_vs_het_wt	CC	GO:0009897	external side of plasma membrane	196	21	12.77	0.01699	1.76980662113095	1.64447924823806	0.216028397470504
Ehmt1	hom_vs_het_wt	CC	GO:0031430	M band	24	5	1.56	0.01750	1.75696195131371	3.2051282051282	0.505845405981557
Ehmt1	hom_vs_het_wt	CC	GO:0030016	myofibril	197	45	12.84	0.02132	1.67121279964547	3.50467289719626	0.544647490042509
Ehmt1	hom_vs_het_wt	CC	GO:0012507	ER to Golgi transport vesicle membrane	17	4	1.11	0.02154	1.66675430103804	3.6036036036036	0.556737012541305
Ehmt1	hom_vs_het_wt	CC	GO:0043292	contractile fiber	207	46	13.49	0.02208	1.65600093094284	3.40993328391401	0.53274588200967
Ehmt1	hom_vs_het_wt	CC	GO:0098552	side of membrane	264	26	17.2	0.02324	1.63376387628171	1.51162790697674	0.179444901063269
Ehmt1	hom_vs_het_wt	CC	GO:0017146	N-methyl-D-aspartate selective glutamate...	10	3	0.65	0.02342	1.63041310926366	4.61538461538461	0.664207898076807
Ehmt1	hom_vs_het_wt	CC	GO:0005902	microvillus	97	12	6.32	0.02353	1.62837807282398	1.89873417721519	0.27846416776524
Ehmt1	hom_vs_het_wt	CC	GO:0044449	contractile fiber part	189	44	12.31	0.02544	1.59448289302362	3.57432981316003	0.553194623554871
Ehmt1	hom_vs_het_wt	CC	GO:0043197	dendritic spine	121	14	7.88	0.02580	1.58838029403677	1.77664974619289	0.249601818188683
Ehmt1	hom_vs_het_wt	CC	GO:0019013	viral nucleocapsid	18	4	1.17	0.02630	1.58004425151024	3.41880341880342	0.533874129581801
Ehmt1	hom_vs_het_wt	CC	GO:0016327	apicolateral plasma membrane	18	4	1.17	0.02630	1.58004425151024	3.41880341880342	0.533874129581801
Ehmt1	hom_vs_het_wt	CC	GO:0032281	alpha-amino-3-hydroxy-5-methyl-4-isoxazo...	27	5	1.76	0.02830	1.54821356447571	2.84090909090909	0.453457336521869
Ehmt1	hom_vs_het_wt	CC	GO:0005859	muscle myosin complex	11	3	0.72	0.03067	1.51328622401751	4.16666666666667	0.619788758288394
Ehmt1	hom_vs_het_wt	CC	GO:0000788	nuclear nucleosome	11	3	0.72	0.03067	1.51328622401751	4.16666666666667	0.619788758288394
Ehmt1	hom_vs_het_wt	CC	GO:0016460	myosin II complex	19	4	1.24	0.03164	1.49976352517436	3.2258064516129	0.508638306165727
Ehmt1	hom_vs_het_wt	CC	GO:0016323	basolateral plasma membrane	186	19	12.12	0.03446	1.46268472688799	1.56765676567657	0.195250981122562
Ehmt1	hom_vs_het_wt	CC	GO:0045095	keratin filament	21	4	1.37	0.04410	1.35556141053216	2.91970802919708	0.465339424171556
Ehmt1	hom_vs_het_wt	CC	GO:0030658	transport vesicle membrane	51	7	3.32	0.04620	1.33535802444387	2.10843373493976	0.323959956310221
Ehmt1	hom_vs_het_wt	CC	GO:0055038	recycling endosome membrane	41	6	2.67	0.04811	1.31776464309744	2.24719101123596	0.351639989019068
Ehmt1	hom_vs_het_wt	CC	GO:0090533	cation-transporting ATPase complex	13	3	0.85	0.04825	1.31650268232019	3.52941176470588	0.54770232900537
Ehmt1	hom_vs_het_wt	CC	GO:1990204	oxidoreductase complex	85	10	5.54	0.04919	1.30812317744067	1.80505415162455	0.25649023527157
Fam160a	hom_vs_het_wt	CC	GO:0005615	extracellular space	713	86	59.37	0.00026	3.58502665202918	1.44854303520296	0.160931402317509
Fam160a	hom_vs_het_wt	CC	GO:0070971	endoplasmic reticulum exit site	14	6	1.17	0.00055	3.25963731050576	5.12820512820513	0.709965388637482
Fam160a	hom_vs_het_wt	CC	GO:0042611	MHC protein complex	10	5	0.83	0.00070	3.15490195998574	6.02409638554217	0.779891911959945
Fam160a	hom_vs_het_wt	CC	GO:0032982	myosin filament	11	5	0.92	0.00120	2.92081875395237	5.43478260869565	0.735182176990463
Fam160a	hom_vs_het_wt	CC	GO:0005789	endoplasmic reticulum membrane	657	76	54.71	0.00193	2.71444269099223	1.38914275269603	0.142746877503322
Fam160a	hom_vs_het_wt	CC	GO:0070062	extracellular vesicular exosome	1990	199	165.7	0.00228	2.64206515299955	1.2009656004828	0.07953056799037
Fam160a	hom_vs_het_wt	CC	GO:0005783	endoplasmic reticulum	1158	137	96.43	0.00288	2.54060751224077	1.42071969304158	0.152508400394973
Fam160a	hom_vs_het_wt	CC	GO:0009897	external side of plasma membrane	124	20	10.33	0.00308	2.51144928349956	1.93610842207164	0.286929674144361
Fam160a	hom_vs_het_wt	CC	GO:0016324	apical plasma membrane	177	26	14.74	0.00315	2.5016894462104	1.76390773405699	0.246475864447785
Fam160a	hom_vs_het_wt	CC	GO:0016323	basolateral plasma membrane	134	21	11.16	0.00350	2.45593195564972	1.88172043010753	0.274555100132359
Fam160a	hom_vs_het_wt	CC	GO:0043292	contractile fiber	180	26	14.99	0.00397	2.40120949323688	1.73448965977318	0.239171715122538
Fam160a	hom_vs_het_wt	CC	GO:0005764	lysosome	365	45	30.39	0.00496	2.3045183235098	1.48075024679171	0.170481813695401
Fam160a	hom_vs_het_wt	CC	GO:0044309	neuron spine	105	17	8.74	0.00584	2.2335871528876	1.94508009153318	0.288937488743871
Fam160a	hom_vs_het_wt	CC	GO:0005797	Golgi medial cisterna	10	4	0.83	0.00667	2.17587416608345	4.81927710843374	0.682981898951888
Fam160a	hom_vs_het_wt	CC	GO:0043073	germ cell nucleus	16	5	1.33	0.00796	2.09908693226233	3.7593984962406	0.575118363368933
Fam160a	hom_vs_het_wt	CC	GO:0000940	condensed chromosome outer kinetochore	11	4	0.92	0.00980	2.0087739243075	4.34782608695652	0.638272163982407
Fam160a	hom_vs_het_wt	CC	GO:0031301	integral component of organelle membrane	232	30	19.32	0.01035	1.98505965020706	1.5527950310559	0.191114132640188
Fam160a	hom_vs_het_wt	CC	GO:0043197	dendritic spine	103	16	8.58	0.01088	1.96337110463784	1.86480186480186	0.270632694807219
Fam160a	hom_vs_het_wt	CC	GO:0019867	outer membrane	139	20	11.57	0.01110	1.95467702121334	1.7286084701815	0.237696636712232
Fam160a	hom_vs_het_wt	CC	GO:0030425	dendrite	372	44	30.98	0.01111	1.95428594105913	1.42027114267269	0.152371263063
Fam160a	hom_vs_het_wt	CC	GO:0005737	cytoplasm	7928	720	660.15	0.01195	1.92263209471584	1.0906612133606	0.0376898688126421
Fam160a	hom_vs_het_wt	CC	GO:0044432	endoplasmic reticulum part	752	93	62.62	0.01231	1.90974194706868	1.48514851485149	0.171769885273039
Fam160a	hom_vs_het_wt	CC	GO:0030016	myofibril	171	23	14.24	0.01484	1.82856609905699	1.61516853932584	0.208217846716755
Fam160a	hom_vs_het_wt	CC	GO:0036477	somatodendritic compartment	525	58	43.72	0.01568	1.80465394165158	1.32662397072278	0.122747840285272
Fam160a	hom_vs_het_wt	CC	GO:0030315	T-tubule	40	8	3.33	0.01572	1.80354745829661	2.4024024024024	0.380645753485624
Fam160a	hom_vs_het_wt	CC	GO:0030141	secretory granule	172	23	14.32	0.01583	1.80051908513764	1.60614525139665	0.205784818045756
Fam160a	hom_vs_het_wt	CC	GO:0005811	lipid particle	48	9	4	0.01619	1.79075315124663	2.25	0.352182518111362
Fam160a	hom_vs_het_wt	CC	GO:0031300	intrinsic component of organelle membran...	241	30	20.07	0.01705	1.76827561667148	1.49476831091181	0.174573882232177
Fam160a	hom_vs_het_wt	CC	GO:0032994	protein-lipid complex	19	5	1.58	0.01719	1.76472412331295	3.16455696202532	0.500312917381596
Fam160a	hom_vs_het_wt	CC	GO:0005905	coated pit	57	10	4.75	0.01816	1.74088415581493	2.10526315789474	0.323306390375133
Fam160a	hom_vs_het_wt	CC	GO:0031968	organelle outer membrane	137	19	11.41	0.01882	1.72538038090876	1.66520595968449	0.221467956534614
Fam160a	hom_vs_het_wt	CC	GO:0044449	contractile fiber part	167	22	13.91	0.02105	1.67674789982831	1.58159597411934	0.19909555083016
Fam160a	hom_vs_het_wt	CC	GO:0000307	cyclin-dependent protein kinase holoenzy...	27	6	2.25	0.02131	1.6714165502858	2.66666666666667	0.425968732272281
Fam160a	hom_vs_het_wt	CC	GO:0001673	male germ cell nucleus	14	4	1.17	0.02432	1.6140364293993	3.41880341880342	0.533874129581801
Fam160a	hom_vs_het_wt	CC	GO:0005788	endoplasmic reticulum lumen	86	13	7.16	0.02513	1.59980751140742	1.81564245810056	0.259030329998981
Fam160a	hom_vs_het_wt	CC	GO:0014069	postsynaptic density	170	22	14.16	0.02526	1.59756665378069	1.55367231638418	0.191359427468456
Fam160a	hom_vs_het_wt	CC	GO:0005622	intracellular	10427	906	868.24	0.02880	1.54060751224077	1.04349027918548	0.0184884076748125
Fam160a	hom_vs_het_wt	CC	GO:0005657	replication fork	62	10	5.16	0.03113	1.50682087931748	1.93798449612403	0.287350298372789
Fam160a	hom_vs_het_wt	CC	GO:0000794	condensed nuclear chromosome	63	10	5.25	0.03435	1.46407325860443	1.9047619047619	0.279840696594043
Fam160a	hom_vs_het_wt	CC	GO:0005770	late endosome	166	21	13.82	0.03520	1.45345733652187	1.51953690303907	0.18171125169574
Fam160a	hom_vs_het_wt	CC	GO:0000228	nuclear chromosome	433	47	36.06	0.03594	1.44442192722704	1.30338325013866	0.115072135549334
Fam160a	hom_vs_het_wt	CC	GO:0030017	sarcomere	157	20	13.07	0.03675	1.43474265657979	1.53022188217291	0.184754408083437
Fam160a	hom_vs_het_wt	CC	GO:0030667	secretory granule membrane	47	8	3.91	0.03854	1.41408828968057	2.0460358056266	0.310913229596077
Fam160a	hom_vs_het_wt	CC	GO:0045120	pronucleus	16	4	1.33	0.03872	1.41206465136364	3.00751879699248	0.478208350360877
Fam160a	hom_vs_het_wt	CC	GO:0031528	microvillus membrane	16	4	1.33	0.03872	1.41206465136364	3.00751879699248	0.478208350360877
Fam160a	hom_vs_het_wt	CC	GO:0043596	nuclear replication fork	39	7	3.25	0.03986	1.39946270563553	2.15384615384615	0.333214679035382
Fam160a	hom_vs_het_wt	CC	GO:0000793	condensed chromosome	170	24	14.16	0.04016	1.39620629586304	1.69491525423729	0.229147988357856
Fam160a	hom_vs_het_wt	CC	GO:0044464	cell part	11175	962	930.53	0.04274	1.36916548217195	1.03381943623526	0.0144446928252646
Fam160a	hom_vs_het_wt	CC	GO:0005741	mitochondrial outer membrane	121	16	10.08	0.04311	1.36542197714611	1.58730158730159	0.200659450546418
Fam160a	hom_vs_het_wt	CC	GO:0000124	SAGA complex	10	3	0.83	0.04433	1.35330226870067	3.6144578313253	0.558043162343588
Fam160a	hom_vs_het_wt	CC	GO:0042581	specific granule	10	3	0.83	0.04433	1.35330226870067	3.6144578313253	0.558043162343588
Fam160a	hom_vs_het_wt	CC	GO:0044453	nuclear membrane part	10	3	0.83	0.04433	1.35330226870067	3.6144578313253	0.558043162343588
Fam160a	hom_vs_het_wt	CC	GO:0031410	cytoplasmic vesicle	820	82	68.28	0.04473	1.34940110182734	1.20093731693029	0.0795203399410207
Fam160a	hom_vs_het_wt	CC	GO:0031224	intrinsic component of membrane	3285	297	273.54	0.04739	1.3243132913006	1.08576442202237	0.0357356067316064
Fam160a	hom_vs_het_wt	CC	GO:0034358	plasma lipoprotein particle	17	4	1.42	0.04741	1.32413004468104	2.8169014084507	0.449771646944906
Fam160a	hom_vs_het_wt	CC	GO:0012507	ER to Golgi transport vesicle membrane	17	4	1.42	0.04741	1.32413004468104	2.8169014084507	0.449771646944906
Fam160a	hom_vs_het_wt	CC	GO:0005829	cytosol	2784	254	231.82	0.04759	1.32248429520124	1.09567768095937	0.0396828151263351
Fam160a	hom_vs_het_wt	CC	GO:0045121	membrane raft	222	26	18.49	0.04790	1.31966448658544	1.40616549486209	0.148036436811645
Fam160a	hom_vs_het_wt	CC	GO:0044424	intracellular part	10047	875	836.6	0.04801	1.31866829403083	1.04590007171886	0.0194901927777018
Fcho2	hom_vs_het_wt	CC	GO:0005829	cytosol	3033	1617	1334.69	3.8e-26	25.4202164033832	1.21151728116641	0.0833296133242779
Fcho2	hom_vs_het_wt	CC	GO:0005654	nucleoplasm	2502	1396	1101.02	1.3e-16	15.8860566476932	1.26791520589998	0.103090210295637
Fcho2	hom_vs_het_wt	CC	GO:0016607	nuclear speck	346	219	152.26	2.4e-13	12.6197887582884	1.43832917378169	0.157858289382826
Fcho2	hom_vs_het_wt	CC	GO:0005634	nucleus	5818	3034	2560.25	2.9e-13	12.537602002101	1.18504052338639	0.0737332016391064
Fcho2	hom_vs_het_wt	CC	GO:0005730	nucleolus	844	478	371.41	7.3e-13	12.1366771398795	1.28698742629439	0.109574303922539
Fcho2	hom_vs_het_wt	CC	GO:0005762	mitochondrial large ribosomal subunit	50	45	22	1.1e-11	10.9586073148418	2.04545454545455	0.310789832953137
Fcho2	hom_vs_het_wt	CC	GO:0005737	cytoplasm	8981	4330	3952.14	1.2e-08	7.92081875395237	1.09560896122101	0.0396555757842964
Fcho2	hom_vs_het_wt	CC	GO:0005680	anaphase-promoting complex	22	22	9.68	1.4e-08	7.85387196432176	2.27272727272727	0.356547323513813
Fcho2	hom_vs_het_wt	CC	GO:0005763	mitochondrial small ribosomal subunit	26	25	11.44	1.8e-08	7.74472749489669	2.18531468531469	0.339513984215032
Fcho2	hom_vs_het_wt	CC	GO:0005913	cell-cell adherens junction	285	171	125.42	3.2e-08	7.49485002168009	1.36341891245415	0.134629313952823
Fcho2	hom_vs_het_wt	CC	GO:0005747	mitochondrial respiratory chain complex ...	37	32	16.28	1.0e-07	7	1.96560196560197	0.293495577766723
Fcho2	hom_vs_het_wt	CC	GO:0030027	lamellipodium	158	102	69.53	1.4e-07	6.85387196432176	1.46699266503667	0.166427942376302
Fcho2	hom_vs_het_wt	CC	GO:0043234	protein complex	3869	2043	1702.58	5.6e-07	6.2518119729938	1.19994361498432	0.0791608391505424
Fcho2	hom_vs_het_wt	CC	GO:0005838	proteasome regulatory particle	21	20	9.24	8.9e-07	6.05060999335509	2.16450216450216	0.335358024443874
Fcho2	hom_vs_het_wt	CC	GO:0005622	intracellular	11872	5709	5224.35	1.2e-06	5.92081875395237	1.09276752131844	0.0385277786491394
Fcho2	hom_vs_het_wt	CC	GO:0043231	intracellular membrane-bounded organelle	9076	4489	3993.95	1.5e-06	5.82390874094432	1.12394997433618	0.0507469817372789
Fcho2	hom_vs_het_wt	CC	GO:0005813	centrosome	468	254	205.95	3.8e-06	5.42021640338319	1.23330905559602	0.0910719203275017
Fcho2	hom_vs_het_wt	CC	GO:0022627	cytosolic small ribosomal subunit	45	35	19.8	4.0e-06	5.39794000867204	1.76767676767677	0.247402854088744
Fcho2	hom_vs_het_wt	CC	GO:0022625	cytosolic large ribosomal subunit	62	45	27.28	4.7e-06	5.32790214206428	1.64956011730205	0.217368147790902
Fcho2	hom_vs_het_wt	CC	GO:0005925	focal adhesion	375	207	165.02	6.9e-06	5.16115090926274	1.25439340685977	0.0984337626777808
Fcho2	hom_vs_het_wt	CC	GO:0070062	extracellular vesicular exosome	2325	1117	1023.13	1.2e-05	4.92081875395237	1.09174787172696	0.0381223539726861
Fcho2	hom_vs_het_wt	CC	GO:0071013	catalytic step 2 spliceosome	93	61	40.93	2.1e-05	4.67778070526608	1.4903493769851	0.173288090365497
Fcho2	hom_vs_het_wt	CC	GO:0016592	mediator complex	34	27	14.96	2.7e-05	4.56863623584101	1.8048128342246	0.256432170630545
Fcho2	hom_vs_het_wt	CC	GO:0016604	nuclear body	676	411	297.48	3.0e-05	4.52287874528034	1.3816054860831	0.140384049060623
Fcho2	hom_vs_het_wt	CC	GO:0000790	nuclear chromatin	273	152	120.14	6.1e-05	4.21467016498923	1.26519061095389	0.102155960333436
Fcho2	hom_vs_het_wt	CC	GO:0000785	chromatin	399	229	175.58	6.5e-05	4.18708664335714	1.30424877548696	0.115360437650876
Fcho2	hom_vs_het_wt	CC	GO:0030529	ribonucleoprotein complex	761	478	334.88	7.7e-05	4.11350927482752	1.42737697085523	0.154538685617508
Fcho2	hom_vs_het_wt	CC	GO:0000276	mitochondrial proton-transporting ATP sy...	11	11	4.84	0.00012	3.92081875395237	2.27272727272727	0.356547323513813
Fcho2	hom_vs_het_wt	CC	GO:0031519	PcG protein complex	46	33	20.24	0.00013	3.88605664769316	1.6304347826087	0.212303431710126
Fcho2	hom_vs_het_wt	CC	GO:0044446	intracellular organelle part	6882	3569	3028.47	0.00016	3.79588001734407	1.17848286428461	0.0713232720527536
Fcho2	hom_vs_het_wt	CC	GO:0000777	condensed chromosome kinetochore	90	57	39.61	0.00017	3.76955107862173	1.43903054784145	0.158070013268199
Fcho2	hom_vs_het_wt	CC	GO:0034709	methylosome	14	13	6.16	0.00019	3.72124639904717	2.11038961038961	0.324362640142411
Fcho2	hom_vs_het_wt	CC	GO:0071011	precatalytic spliceosome	25	20	11	0.00026	3.58502665202918	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0005750	mitochondrial respiratory chain complex ...	10	10	4.4	0.00027	3.56863623584101	2.27272727272727	0.356547323513813
Fcho2	hom_vs_het_wt	CC	GO:0030426	growth cone	140	82	61.61	0.00035	3.45593195564972	1.33095276740789	0.124162643590307
Fcho2	hom_vs_het_wt	CC	GO:0008180	COP9 signalosome	32	24	14.08	0.00037	3.431798275933	1.70454545454545	0.231608586905513
Fcho2	hom_vs_het_wt	CC	GO:0015629	actin cytoskeleton	404	223	177.78	0.00049	3.30980391997149	1.25435932050849	0.0984219611844659
Fcho2	hom_vs_het_wt	CC	GO:0005753	mitochondrial proton-transporting ATP sy...	20	20	8.8	0.00061	3.21467016498923	2.27272727272727	0.356547323513813
Fcho2	hom_vs_het_wt	CC	GO:0016363	nuclear matrix	84	52	36.96	0.00071	3.14874165128092	1.40692640692641	0.14827138108673
Fcho2	hom_vs_het_wt	CC	GO:0043034	costamere	18	15	7.92	0.00074	3.13076828026902	1.89393939393939	0.277366077466188
Fcho2	hom_vs_het_wt	CC	GO:0005685	U1 snRNP	18	15	7.92	0.00074	3.13076828026902	1.89393939393939	0.277366077466188
Fcho2	hom_vs_het_wt	CC	GO:0005905	coated pit	60	39	26.4	0.00083	3.08092190762393	1.47727272727273	0.169460680156668
Fcho2	hom_vs_het_wt	CC	GO:0000784	nuclear chromosome, telomeric region	94	57	41.37	0.00084	3.07572071393812	1.37781000725163	0.139189334776979
Fcho2	hom_vs_het_wt	CC	GO:0005665	DNA-directed RNA polymerase II, core com...	15	13	6.6	0.00085	3.07058107428571	1.96969696969697	0.294399416764968
Fcho2	hom_vs_het_wt	CC	GO:0048471	perinuclear region of cytoplasm	562	284	247.31	0.00090	3.04575749056067	1.14835631393797	0.0600766625979354
Fcho2	hom_vs_het_wt	CC	GO:0005643	nuclear pore	64	41	28.16	0.00095	3.02227639471115	1.45596590909091	0.163151206249661
Fcho2	hom_vs_het_wt	CC	GO:0000151	ubiquitin ligase complex	255	148	112.21	0.00108	2.96657624451305	1.31895552981018	0.120230153026556
Fcho2	hom_vs_het_wt	CC	GO:0005839	proteasome core complex	20	16	8.8	0.00113	2.94692155651658	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0046540	U4/U6 x U5 tri-snRNP complex	20	16	8.8	0.00113	2.94692155651658	1.81818181818182	0.259637310505756
Fcho2	hom_vs_het_wt	CC	GO:0005876	spindle microtubule	46	31	20.24	0.00115	2.93930215964639	1.53162055335968	0.185151185666511
Fcho2	hom_vs_het_wt	CC	GO:0008023	transcription elongation factor complex	48	32	21.12	0.00127	2.89619627904404	1.51515151515152	0.180456064458131
Fcho2	hom_vs_het_wt	CC	GO:0005874	microtubule	344	188	151.38	0.00134	2.87289520163519	1.24190778174131	0.0940893483624616
