Gene	Comparison	Set	Term ID	Description	Annotated	Expected	Observed	Fold Enrichment	Adjusted p value	-log10(pvalue)
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:31159	sclerotome	106	5.29	20	3.78	3.22e-04	3.49214412830417
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17608	nasal septum	245	12.22	34	2.78	3.32e-04	3.47886191629596
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32743	blood vessel	803	40.06	81	2.02	3.75e-04	3.42596873227228
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17213	skeleton	2491	124.27	203	1.63	3.81e-04	3.41907502432438
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17496	lower leg	403	20.10	48	2.39	4.05e-04	3.39254497678533
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35773	skeletal system	2494	124.42	203	1.63	4.05e-04	3.39254497678533
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35993	vascular element	819	40.86	82	2.01	4.17e-04	3.37986394502624
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19131	hindlimb digit 5 metatarsal	68	3.39	15	4.42	4.48e-04	3.34872198600186
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32941	hindlimb phalanx	148	7.38	24	3.25	4.61e-04	3.33629907461035
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19126	hindlimb digit 2 phalanx	139	6.93	23	3.32	4.86e-04	3.31336373073771
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19123	hindlimb digit 1 metatarsal	77	3.84	16	4.17	5.10e-04	3.29242982390206
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32614	phalanx	159	7.93	25	3.15	5.18e-04	3.28567024025477
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16247	gut	3913	195.21	296	1.52	5.90e-04	3.22914798835786
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17185	tongue	1607	80.17	140	1.75	5.95e-04	3.22548303427145
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:36885	gustatory system	1607	80.17	140	1.75	5.95e-04	3.22548303427145
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16857	gonad primordium	54	2.69	13	4.83	6.18e-04	3.20901152491118
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17412	forelimb	2012	100.37	168	1.67	7.21e-04	3.14206473528057
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16251	hindgut diverticulum	71	3.54	15	4.23	7.30e-04	3.13667713987954
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17498	lower leg mesenchyme	174	8.68	26	3.00	8.17e-04	3.08777794346758
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17021	stomach	1850	92.29	156	1.69	9.12e-04	3.04000516167158
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16096	surface ectoderm	430	21.45	49	2.28	9.55e-04	3.01999662841625
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16255	midgut	816	40.71	80	1.97	9.67e-04	3.014573525917
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32755	branchial arch mesenchyme	195	9.73	28	2.88	1.06e-03	2.97469413473523
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35578	skeletal musculature	1004	50.09	94	1.88	1.17e-03	2.93181413825384
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16548	foregut	3277	163.48	252	1.54	1.17e-03	2.93181413825384
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32662	brain meninges	199	9.93	28	2.82	1.17e-03	2.93181413825384
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:37034	zeugopod	448	22.35	50	2.24	1.21e-03	2.91721462968355
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19128	hindlimb digit 3 phalanx	139	6.93	22	3.17	1.21e-03	2.91721462968355
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:36002	auditory system	2309	115.19	187	1.62	1.21e-03	2.91721462968355
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:37985	vestibulo-auditory system	2309	115.19	187	1.62	1.21e-03	2.91721462968355
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16193	ear	2309	115.19	187	1.62	1.21e-03	2.91721462968355
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:29177	mesenchyme of nephric duct of male	36	1.80	10	5.57	1.21e-03	2.91721462968355
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16262	oral region	3266	162.93	251	1.54	1.35e-03	2.86966623150499
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16751	tail paraxial mesenchyme	314	15.66	38	2.43	1.45e-03	2.83863199776503
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:18042	tail skeleton	171	8.53	25	2.93	1.46e-03	2.83564714421556
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19133	tarsus	52	2.59	12	4.63	1.47e-03	2.83268266525182
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:38002	neuromere	133	6.63	21	3.17	1.56e-03	2.80687540164554
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35972	ear mesenchyme	78	3.89	15	3.85	1.68e-03	2.77469071827414
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17774	telencephalon meninges	143	7.13	22	3.08	1.74e-03	2.7594507517174
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17429	forelimb digit 1	61	3.04	13	4.27	1.74e-03	2.7594507517174
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16088	intraembryonic coelom	362	18.06	42	2.33	1.83e-03	2.73754891026957
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19130	hindlimb digit 4 phalanx	134	6.68	21	3.14	1.85e-03	2.73282827159699
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32885	inner ear mesenchyme	62	3.09	13	4.20	1.88e-03	2.72584215073632
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27794	developing vasculature of metanephros	9	0.45	5	11.14	1.88e-03	2.72584215073632
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27678	renal vesicle	106	5.29	18	3.40	1.96e-03	2.70774392864352
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:28518	renal interstitium	1094	54.58	99	1.81	2.18e-03	2.66154350639539
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32643	hand skeleton	71	3.54	14	3.95	2.18e-03	2.66154350639539
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:37543	forebrain meninges	146	7.28	22	3.02	2.22e-03	2.65364702554936
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17537	hypothalamus mantle layer	299	14.92	36	2.41	2.22e-03	2.65364702554936
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17432	forelimb digit 2	80	3.99	15	3.76	2.22e-03	2.65364702554936
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27973	Bowman's capsule of maturing renal corpuscle	18	0.90	7	7.80	2.22e-03	2.65364702554936
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19129	hindlimb digit 4 metatarsal	89	4.44	16	3.60	2.22e-03	2.65364702554936
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32729	appendicular skeleton	1178	58.77	105	1.79	2.25e-03	2.64781748188864
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16194	inner ear	1906	95.08	157	1.65	2.29e-03	2.64016451766011
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17577	spinal cord	4150	207.03	306	1.48	2.39e-03	2.62160209905186
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35971	sensory organ mesenchyme	191	9.53	26	2.73	2.57e-03	2.59006687666871
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16779	hindlimb bud	296	14.77	36	2.44	2.57e-03	2.59006687666871
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17596	otic capsule	244	12.17	31	2.55	2.57e-03	2.59006687666871
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32763	face	847	42.25	80	1.89	2.59e-03	2.58670023591875
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16148	future hindbrain	529	26.39	55	2.08	2.68e-03	2.57186520597121
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32761	body wall	82	4.09	15	3.67	2.73e-03	2.56383735295924
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17662	right lung mesenchyme	49	2.44	11	4.50	2.90e-03	2.53760200210104
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35975	male reproductive system mesenchyme	237	11.82	30	2.54	2.99e-03	2.52432881167557
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16060	body cavity or lining	413	20.60	45	2.18	3.18e-03	2.49757288001557
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17804	spinal cord meninges	121	6.04	19	3.15	3.22e-03	2.49214412830417
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32702	limb skeleton	484	24.15	51	2.11	3.25e-03	2.48811663902113
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:36390	striated muscle tissue	216	10.78	28	2.60	3.54e-03	2.45099673797421
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32688	cardiac muscle tissue	216	10.78	28	2.60	3.54e-03	2.45099673797421
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17735	future tarsus	6	0.30	4	13.36	3.69e-03	2.43297363384094
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27673	pretubular aggregate	35	1.75	9	5.15	3.73e-03	2.42829116819131
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32719	digit mesenchyme	133	6.63	20	3.01	3.80e-03	2.42021640338319
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16671	otocyst epithelium	34	1.70	9	5.31	3.80e-03	2.42021640338319
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16854	trachea mesenchyme	43	2.15	10	4.66	3.86e-03	2.41341269532824
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17954	early nephron	640	31.93	63	1.97	3.90e-03	2.4089353929735
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:18043	axial skeleton tail region	164	8.18	23	2.81	3.90e-03	2.4089353929735
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27943	maturing renal corpuscle	218	10.88	28	2.57	3.90e-03	2.4089353929735
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16201	arterial system	344	17.16	39	2.27	4.00e-03	2.39794000867204
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35988	skeletal muscle	578	28.83	58	2.01	4.08e-03	2.38933983691012
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32618	limb interdigital region	165	8.23	23	2.79	4.08e-03	2.38933983691012
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:36037	cavity or lining	420	20.95	45	2.15	4.17e-03	2.37986394502624
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16272	2nd branchial arch	429	21.40	47	2.20	4.20e-03	2.3767507096021
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19124	hindlimb digit 1 phalanx	105	5.24	17	3.25	4.20e-03	2.3767507096021
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16353	primitive ventricle cardiac muscle	51	2.54	11	4.32	4.20e-03	2.3767507096021
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:29114	developing vasculature of testis	16	0.80	6	7.52	4.32e-03	2.36451625318509
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16893	body wall mesenchyme	52	2.59	11	4.24	4.37e-03	2.35951856302958
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32923	foregut mesenchyme	126	6.29	19	3.02	4.37e-03	2.35951856302958
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16737	respiratory tract	1016	50.68	91	1.80	4.57e-03	2.34008379993015
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17331	heart ventricle	1028	51.28	92	1.79	4.57e-03	2.34008379993015
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16738	lower respiratory tract	1003	50.04	90	1.80	4.62e-03	2.33535802444387
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35592	nephron	672	33.52	65	1.94	4.62e-03	2.33535802444387
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17413	arm	470	23.45	49	2.09	4.76e-03	2.32239304727951
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32838	dermatome	11	0.55	5	9.11	4.80e-03	2.31875876262441
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17883	tongue muscle	291	14.52	34	2.34	5.07e-03	2.29499204066666
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19113	forelimb digit 1 phalanx	37	1.85	9	4.88	5.09e-03	2.29328221766324
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16074	non-neural ectoderm	564	28.14	56	1.99	5.20e-03	2.2839966563652
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:19115	forelimb digit 2 phalanx	53	2.64	11	4.16	5.20e-03	2.2839966563652
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:37258	axial mesoderm	169	8.43	23	2.73	5.36e-03	2.27083521030723
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:37988	chordamesoderm	169	8.43	23	2.73	5.36e-03	2.27083521030723
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17489	leg	536	26.74	54	2.02	5.38e-03	2.26921772433361
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17424	upper arm	400	19.95	43	2.15	5.46e-03	2.26280735729526
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16191	notochord	159	7.93	22	2.77	5.48e-03	2.26121944151563
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32782	bone	1839	91.74	149	1.62	5.75e-03	2.24033215531037
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16128	1st branchial arch mesenchyme	108	5.39	17	3.16	5.77e-03	2.23882418684427
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17654	left lung mesenchyme	46	2.29	10	4.36	5.81e-03	2.23582386760967
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17948	renal pelvis	248	12.37	30	2.42	5.81e-03	2.23582386760967
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16382	1st branchial arch mandibular component	212	10.58	27	2.55	5.81e-03	2.23582386760967
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17869	heart valve	119	5.94	18	3.03	5.84e-03	2.2335871528876
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17212	urorectal septum	7	0.35	4	11.45	5.84e-03	2.2335871528876
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16408	forelimb bud mesenchyme	201	10.03	26	2.59	6.14e-03	2.21183162885883
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17393	axial skeleton lumbar region	63	3.14	12	3.82	6.14e-03	2.21183162885883
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17541	thalamus mantle layer	217	10.83	27	2.49	6.15e-03	2.21112488422458
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16669	otocyst	497	24.79	52	2.10	6.15e-03	2.21112488422458
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:26220	pancreas mesenchyme	55	2.74	11	4.01	6.28e-03	2.2020403562628
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17680	cranium	1490	74.33	124	1.67	6.60e-03	2.18045606445813
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16680	nasal process	184	9.18	24	2.61	6.60e-03	2.18045606445813
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17488	foot mesenchyme	251	12.52	30	2.40	6.70e-03	2.17392519729917
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:37033	stylopod	493	24.59	50	2.03	6.86e-03	2.16367588429325
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32650	forelimb phalanx	64	3.19	12	3.76	6.86e-03	2.16367588429325
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17578	spinal cord floor plate	112	5.59	17	3.04	6.92e-03	2.15989390554324
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17682	temporal bone	218	10.88	27	2.48	7.05e-03	2.1518108830086
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16853	trachea	913	45.55	82	1.80	7.19e-03	2.14327110961712
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32633	hindlimb skeleton	420	20.95	44	2.10	7.31e-03	2.13608262304214
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16367	genitourinary system	4903	244.59	349	1.43	7.51e-03	2.12436006299583
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35337	face mesenchyme	25	1.25	7	5.61	7.52e-03	2.12378215940836
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27756	s-shaped body	242	12.07	29	2.40	7.63e-03	2.11747546204512
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35391	hand bone	65	3.24	12	3.70	7.64e-03	2.11690664142431
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17366	urinary system	4433	221.15	319	1.44	7.71e-03	2.11294562194904
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16368	nephrogenic cord	25	1.25	7	5.61	7.71e-03	2.11294562194904
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17359	maxillary process	1324	66.05	113	1.71	7.75e-03	2.11069829749369
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17952	renal cortex	1957	97.63	156	1.60	7.75e-03	2.11069829749369
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32684	floor plate	256	12.77	30	2.35	7.75e-03	2.11069829749369
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32856	mesothelium	123	6.14	18	2.93	7.78e-03	2.10902040301031
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:18650	hyoid	40	2.00	9	4.51	7.79e-03	2.10846254232744
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35953	urinary system epithelium	385	19.21	41	2.13	7.81e-03	2.1073489661227
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35494	limb bone	461	23.00	47	2.04	8.24e-03	2.08407278830288
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17367	urinary system mesentery	75	3.74	13	3.47	8.29e-03	2.08144546944973
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16681	fronto-nasal process	104	5.19	16	3.08	8.32e-03	2.07987667370928
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:32660	meninges	1761	87.85	142	1.62	8.53e-03	2.06905096883248
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17245	handplate	97	4.84	16	3.31	8.68e-03	2.06148027482351
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35974	female reproductive system mesenchyme	168	8.38	22	2.62	8.72e-03	2.05948351506743
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35251	connective tissue	530	26.44	52	1.97	8.72e-03	2.05948351506743
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:17011	interatrial septum	19	0.95	6	6.33	8.72e-03	2.05948351506743
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35495	limb long bone	451	22.50	46	2.04	8.96e-03	2.04769199033787
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:18649	pharynx skeleton	41	2.05	9	4.40	8.98e-03	2.0467236633327
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35403	hindlimb long bone	414	20.65	43	2.08	9.03e-03	2.04431224968649
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:28888	developing vasculature of ovary	8	0.40	4	10.02	9.23e-03	2.03479829897409
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:27949	maturing glomerular tuft	201	10.03	25	2.49	9.23e-03	2.03479829897409
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:36062	cranium bone primordium	849	42.35	76	1.79	9.28e-03	2.03245202378114
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:30870	primitive bladder	185	9.23	24	2.60	9.42e-03	2.02594909720712
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16996	endolymphatic appendage epithelium	4	0.20	3	15.03	9.43e-03	2.02548830726267
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:31539	developing vasculature of primitive bladder	4	0.20	3	15.03	9.55e-03	2.01999662841625
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:29775	serosa of seminal vesicle	4	0.20	3	15.03	9.55e-03	2.01999662841625
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:18687	interstitium of the testis	116	5.79	17	2.94	9.68e-03	2.01412464269161
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:31500	mesenchyme of urogenital sinus	34	1.70	8	4.72	9.76e-03	2.01055018233331
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16161	pre-otic sulcus	4	0.20	3	15.03	9.78e-03	2.0096611452124
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16388	1st branchial arch maxillary component	398	19.85	42	2.12	9.90e-03	2.00436480540245
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:16752	tail unsegmented mesenchyme	107	5.34	16	3.00	9.90e-03	2.00436480540245
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:35934	hindlimb bone	417	20.80	43	2.07	9.91e-03	2.00392634551472
Psph	hom_vs_het_wt	mrna_as_wt	EMAPA:36031	body region	7581	378.19	505	1.34	9.93e-03	2.00305075150462
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:35209	ventricular layer	2154	204.37	352	1.72	1.41e-03	2.85078088734462
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:32679	brain ventricular layer	2099	199.15	343	1.72	1.41e-03	2.85078088734462
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16913	telencephalon ventricular layer	1309	124.19	229	1.84	1.41e-03	2.85078088734462
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:32837	telencephalon septum	1198	113.66	209	1.84	2.50e-03	2.60205999132796
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:18769	hair	981	93.07	176	1.89	2.50e-03	2.60205999132796
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16656	telencephalon lateral wall	1309	124.19	229	1.84	2.50e-03	2.60205999132796
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16974	midbrain	4296	407.59	640	1.57	2.98e-03	2.52578373592374
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:17549	corpus striatum	1852	175.71	302	1.72	2.98e-03	2.52578373592374
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16910	telencephalon	5461	518.13	793	1.53	2.98e-03	2.52578373592374
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:35362	future brain ventricular layer	1434	136.05	242	1.78	4.64e-03	2.33348201944512
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:32870	inferior colliculus	1390	131.88	232	1.76	6.37e-03	2.19586056766465
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:26720	vibrissa follicle	1073	101.80	185	1.82	6.37e-03	2.19586056766465
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:32937	future forebrain lateral wall	1423	135.01	241	1.79	6.37e-03	2.19586056766465
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:36556	corpora quadrigemina	1504	142.70	248	1.74	6.37e-03	2.19586056766465
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:19051	tectum	1526	144.78	251	1.73	6.37e-03	2.19586056766465
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:32921	forebrain ventricular layer	1485	140.89	245	1.74	6.37e-03	2.19586056766465
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16894	brain	6747	640.14	953	1.49	7.43e-03	2.12901118623942
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16981	midbrain roof plate	1567	148.67	256	1.72	7.43e-03	2.12901118623942
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:17381	reproductive system	4057	384.92	600	1.56	8.37e-03	2.07727454200674
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:35942	future forebrain ventricular layer	1423	135.01	241	1.79	8.55e-03	2.06803388527183
Hira	hom_vs_het_wt	mrna_as_wt	EMAPA:16367	genitourinary system	5415	513.76	778	1.51	9.99e-03	2.00043451177402
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:17373	metanephros	3680	291.30	437	1.50	5.90e-04	3.22914798835786
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:17381	reproductive system	3990	315.84	468	1.48	5.90e-04	3.22914798835786
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:36002	auditory system	2480	196.31	303	1.54	4.11e-03	2.38615817812393
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:37985	vestibulo-auditory system	2480	196.31	303	1.54	4.11e-03	2.38615817812393
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:16193	ear	2480	196.31	303	1.54	4.11e-03	2.38615817812393
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:17383	gonad	2933	232.17	349	1.50	5.26e-03	2.27901425584626
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:16367	genitourinary system	5309	420.25	588	1.40	7.05e-03	2.1518108830086
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:16658	central nervous system ganglion	3280	259.64	383	1.48	7.40e-03	2.13076828026902
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:16469	nervous system	7342	581.18	781	1.34	8.23e-03	2.08460016478773
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:17073	metencephalon alar plate	3304	261.54	384	1.47	8.35e-03	2.0783135245164
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:18771	hair follicle	1139	90.16	152	1.69	8.35e-03	2.0783135245164
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:16659	cranial ganglion	3202	253.46	373	1.47	8.35e-03	2.0783135245164
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:17366	urinary system	4774	377.90	532	1.41	8.35e-03	2.0783135245164
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:35405	hippocampal formation	3099	245.31	362	1.48	8.39e-03	2.0762380391713
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:17544	cerebral cortex	4042	319.96	458	1.43	8.76e-03	2.05749589383192
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:32845	hippocampus	3088	244.44	360	1.47	9.18e-03	2.03715731879876
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:18769	hair	972	76.94	132	1.72	9.18e-03	2.03715731879876
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:30901	urethra	2471	195.60	296	1.51	9.23e-03	2.03479829897409
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:26720	vibrissa follicle	1063	84.15	142	1.69	9.49e-03	2.02273378757271
Fcho2	hom_vs_het_wt	mrna_as_wt	EMAPA:16470	central nervous system	7214	571.05	766	1.34	9.88e-03	2.00524305541237
Zfyve20	hom_vs_het_wt	mrna_as_wt	EMAPA:35209	ventricular layer	2152	42.36	101	2.38	2.86e-03	2.54363396687096
Zfyve20	hom_vs_het_wt	mrna_as_wt	EMAPA:32679	brain ventricular layer	2097	41.28	98	2.37	2.86e-03	2.54363396687096
Gpr107	hom_vs_het_wt	mrna_as_wt	EMAPA:32874	intestine	1793	133.07	275	2.07	2.41e-08	7.61798295742513
